X	oracle	oracle_conf	coco	coco_conf
2	1.0	0.0	0.0	0.0
3	1.0	0.0	0.0	0.0
4	1.0	0.0	0.0	0.0
5	1.0	0.0	0.0	0.0
6	1.0	0.0	0.0	0.0
7	1.0	0.0	0.0	0.0
8	1.0	0.0	0.0	0.0
9	1.0	0.0	0.0	0.0
10	1.0	0.0	0.0	0.0X	oracle	oracle_conf	coco	coco_conf
2	0.9	0.1	0.0	0.0
3	0.95	0.02	0.0	0.0
4	0.84	0.1	0.0	0.0
5	0.89	0.05	0.0	0.0
6	0.78	0.11	0.0	0.0
7	0.9	0.02	0.0	0.0
8	0.84	0.03	0.0	0.0
9	0.93	0.01	0.0	0.0
10	0.89	0.03	0.0	0.0X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci	fci_conf
2X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci	fci_conf
10	0.89	0.03	0.0	0.0	0.18	0.01X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci	fci_jci_conf
2	0.0	0	0.0	0	0.7	0.23
3	0.0	0	0.0	0	0.5	0.28
4	0.0	0	0.0	0	0.07	0.02
5	0.0	0	0.0	0	0.19	0.05
6	0.0	0	0.0	0	0.13	0.02
7	0.0	0	0.0	0	0.19	0.03
8	0.0	0	0.0	0	0.18	0.02
9	0.0	0	0.0	0	0.14	0.02
10	0.0	0	0.0	0	0.19	0.01X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci	fci_jci_conf
2	0.9	0.1	0.0	0.0	0.0	0.0
3	0.95	0.02	0.0	0.0	0.0	0.0
4	0.82	0.11	0.0	0.0	0.1	0.03
5	0.89	0.05	0.0	0.0	0.15	0.04
6	0.78	0.11	0.0	0.0	0.2	0.05
7	0.89	0.02	0.0	0.0	0.2	0.04
8	0.84	0.03	0.0	0.0	0.19	0.01
9	0.91	0.01	0.0	0.0	0.13	0.02
10	0.89	0.03	0.0	0.0	0.2	0.02X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci	fci_jci_conf	fci_pooled	fci_pooled_conf	fci_context	fci_context_conf
2	0.0	0	0.0	0	0.7	0.23	0.7	0.23	0.7	0.23
3	0.0	0	0.0	0	0.2	0.18	0.2	0.18	0.2	0.18
4	0.0	0	0.0	0	0.1	0.1	0.1	0.1	0.1	0.1
5	0.0	0	0.0	0	0.07	0.03	0.03	0.01	0.0	0
6	0.0	0	0.0	0	0.04	0.01	0.05	0.01	0.02	0.0
7	0.0	0	0.0	0	0.03	0.01	0.03	0.01	0.0	0
8	0.0	0	0.0	0	0.06	0.01	0.04	0.01	0.07	0.01
9	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.02	0.0
10	0.0	0	0.0	0	0.05	0.01	0.05	0.01	0.03	0.0X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci	fci_jci_conf	fci_pooled	fci_pooled_conf	fci_context	fci_context_conf
2	0.9	0.1	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan
3	0.95	0.02	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan
4	0.82	0.11	0.0	0.0	0.04	0.01	0.0	0.0	nan	nan
5	0.89	0.05	0.0	0.0	0.11	0.05	0.0	0.0	nan	nan
6	0.78	0.11	0.0	0.0	0.09	0.01	0.01	0.0	nan	nan
7	0.89	0.02	0.0	0.0	0.11	0.01	0.0	0.0	nan	nan
8	0.84	0.03	0.0	0.0	0.14	0.01	0.0	0.0	nan	nan
9	0.91	0.01	0.0	0.0	0.12	0.02	0.08	0.01	nan	nan
10	0.89	0.03	0.0	0.0	0.12	0.01	0.04	0.0	nan	nanX	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci	fci_jci_conf	fci_pooled	fci_pooled_conf	fci_context	fci_context_conf
2	0.0	0	0.0	0	0.7	0.23	0.7	0.23	0.7	0.23
3	0.0	0	0.0	0	0.4	0.27	0.2	0.18	0.2	0.18
4	0.0	0	0.0	0	0.19	0.12	0.1	0.1	0.1	0.1
5	0.0	0	0.0	0	0.09	0.05	0.11	0.05	0.05	0.01
6	0.0	0	0.0	0	0.13	0.02	0.02	0.0	0.21	0.04
7	0.0	0	0.0	0	0.17	0.02	0.09	0.02	0.11	0.05
8	0.0	0	0.0	0	0.1	0.01	0.03	0.01	0.21	0.03
9	0.0	0	0.0	0	0.12	0.01	0.14	0.04	0.17	0.02
10	0.0	0	0.0	0	0.12	0.01	0.11	0.01	0.28	0.01X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci	fci_jci_conf	fci_pooled	fci_pooled_conf	fci_context	fci_context_conf
2	0.9	0.1	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan
3	0.95	0.02	0.0	0.0	0.06	0.04	0.0	0.0	nan	nan
4	0.82	0.11	0.0	0.0	0.03	0.01	0.0	0.0	nan	nan
5	0.89	0.05	0.0	0.0	0.18	0.04	0.03	0.01	nan	nan
6	0.78	0.11	0.0	0.0	0.16	0.04	0.0	0.0	nan	nan
7	0.89	0.02	0.0	0.0	0.24	0.02	0.09	0.01	nan	nan
8	0.84	0.03	0.0	0.0	0.22	0.02	0.23	0.03	nan	nan
9	0.91	0.01	0.0	0.0	0.14	0.01	0.18	0.02	nan	nan
10	0.89	0.03	0.0	0.0	0.26	0.03	0.26	0.03	0.17	0.01X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci_mec	fci_jci_mec_conf	fci_jci	fci_jci_conf	fci_pooled_mec	fci_pooled_mec_conf	fci_pooled	fci_pooled_conf	fci_context_mec	fci_context_mec_conf	fci_context	fci_context_conf
2	0.0	0	0.0	0	0.7	0.23	0.7	0.23	0.7	0.23	0.7	0.23	0.7	0.23	0.7	0.23
3	0.0	0	0.0	0	0.2	0.18	0.2	0.18	0.2	0.18	0.2	0.18	0.2	0.18	0.2	0.18
4	0.0	0	0.0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
5	0.0	0	0.0	0	0.07	0.03	0.05	0.01	0.03	0.01	0.0	0.0	0.0	0	0.0	0
6	0.0	0	0.0	0	0.04	0.01	0.0	0.0	0.05	0.01	0.02	0.01	0.02	0.0	0.0	0
7	0.0	0	0.0	0	0.03	0.01	0.0	0.0	0.03	0.01	0.0	0.0	0.0	0	0.0	0
8	0.0	0	0.0	0	0.06	0.01	0.04	0.01	0.04	0.01	0.0	0.0	0.07	0.01	0.0	0
9	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.01	0.02	0.0	0.01	0.0
10	0.0	0	0.0	0	0.05	0.01	0.01	0.0	0.05	0.01	0.0	0.0	0.03	0.0	0.01	0.0X	oracle	oracle_conf	cocoracle	cocoracle_conf	fci_jci_mec	fci_jci_mec_conf	fci_jci	fci_jci_conf	fci_pooled_mec	fci_pooled_mec_conf	fci_pooled	fci_pooled_conf	fci_context_mec	fci_context_mec_conf	fci_context	fci_context_conf
2	0.9	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan	nan	nan
3	0.95	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	nan	nan	nan
4	0.82	0.11	0.0	0.0	0.04	0.01	0.04	0.01	0.0	0.0	0.0	0.0	nan	nan	nan	nan
5	0.89	0.05	0.0	0.0	0.11	0.05	0.14	0.06	0.0	0.0	0.0	0.0	nan	nan	nan	nan
6	0.78	0.11	0.0	0.0	0.09	0.01	0.1	0.02	0.01	0.0	0.13	0.02	nan	nan	nan	nan
7	0.89	0.02	0.0	0.0	0.11	0.01	0.11	0.02	0.0	0.0	0.1	0.01	nan	nan	nan	nan
8	0.84	0.03	0.0	0.0	0.14	0.01	0.17	0.01	0.0	0.0	0.12	0.02	nan	nan	nan	nan
9	0.91	0.01	0.0	0.0	0.12	0.02	0.12	0.02	0.08	0.01	0.11	0.02	nan	nan	nan	nan
10	0.89	0.03	0.0	0.0	0.12	0.01	0.13	0.01	0.04	0.0	0.18	0.01	nan	nan	nan	nan
