1.520,1.851,0.561,-0.094,0.189,-0.322
-4.038,2.099,-1.508,-0.000,0.025,-0.056
56.323,0.894,3.080,0.303,0.213,0.630
-0.298,0.091,-0.600,-15.933,-0.369,-2.161
0.068,0.028,-0.339,-1.662,1.539,-0.981
-13.461,1.301,-1.785,-0.000,-0.230,-0.040
2.938,1.679,0.545,0.001,-1.137,0.072
0.983,0.453,-0.984,0.708,-0.327,0.864
0.616,0.102,-0.224,-1.095,-0.567,-0.927
11.789,0.283,1.551,1.464,1.662,0.854
-24.651,0.491,-2.199,0.793,0.218,0.735
-1.014,-0.466,0.150,-5.855,-0.930,-1.272
26.863,0.302,2.190,1.410,-1.793,0.893
-1.575,0.706,-1.253,0.723,-0.093,0.725
-0.321,-0.587,0.765,-5.777,0.163,-1.410
12.644,2.110,2.163,0.140,-0.809,0.417
0.238,0.267,-0.123,-1.754,-0.526,-0.869
5.548,-0.114,-0.073,11.263,-0.854,1.906
2.636,2.489,0.350,0.001,-0.061,0.064
4.934,-0.281,-0.206,4.132,0.330,1.176
1.492,2.100,0.457,0.060,0.648,0.339
-3.661,-0.283,-1.480,2.687,1.199,1.109
2.562,1.201,0.705,-0.067,-0.083,-0.324
0.209,0.079,0.376,-25.739,-0.859,-2.086
-0.146,-0.120,-0.267,-11.420,0.258,-1.900
17.390,1.803,2.045,0.276,-0.164,0.508
2.780,2.343,-0.514,-0.002,-0.157,-0.117
1.759,1.412,0.207,0.406,-0.316,0.565
5.654,-0.589,1.040,4.586,-0.077,1.380
2.867,1.104,0.788,-0.000,-0.482,-0.070
-4.095,-0.365,-1.449,-5.124,-0.568,-1.244
3.874,-0.413,0.034,8.938,1.734,1.701
-1.538,-0.316,-0.929,-11.312,-0.227,-1.696
5.730,0.122,-0.271,18.957,-1.638,2.089
-1.662,-0.266,-1.336,4.436,-0.035,1.193
4.553,-0.049,0.373,11.588,0.049,1.921
24.263,1.106,2.158,-0.014,0.813,-0.190
1.283,2.923,0.442,0.000,-0.645,0.052
0.910,1.221,0.421,-0.245,0.190,-0.455
0.192,0.209,0.277,-17.114,-1.653,-2.434
-0.155,1.211,-0.997,0.654,0.996,0.645
1.716,-0.098,-0.696,20.016,0.280,1.892
-0.513,-0.267,0.244,-7.245,-0.692,-1.352
1.773,1.460,-0.387,0.001,0.532,0.084
3.571,0.434,0.372,1.549,-0.943,0.847
0.695,2.944,-0.802,0.000,-1.086,0.032
-18.997,1.362,-1.924,0.398,0.714,0.587
0.865,1.947,-0.541,0.103,-0.114,0.351
1.386,2.099,0.018,0.102,1.042,0.436
2.969,0.710,-0.273,0.751,-0.099,0.758
0.211,-0.001,0.545,-2.719,0.234,-1.000
2.280,0.184,-0.434,26.353,0.213,2.219
0.267,0.963,0.560,-0.478,1.144,-0.672
3.336,2.157,0.466,-0.002,-1.615,-0.107
-0.228,-0.229,0.256,-2.659,-2.853,-1.099
0.476,1.170,0.250,-0.149,-0.186,-0.523
0.157,1.766,-0.556,-0.302,0.021,-0.468
